Spanish Word,ira,anticipacion,disgusto,miedo,alegria,negativo,positivo,tristeza,sorpresa,confianza
delta,0,0,0,0,0,0,0,0,0,0
demacrado,0,0,0,1,0,1,0,1,0,0
demanda judicial,1,0,1,1,0,1,0,1,1,0
demandado,0,0,0,0,0,0,0,0,0,0
demandante,1,0,1,0,0,0,0,0,0,0
demandar,1,0,0,0,0,1,0,1,0,0
demasiado entusiasta,0,0,0,0,0,0,0,0,0,0
demencia,0,0,0,1,0,1,0,1,0,0
demente,0,0,0,1,0,1,0,0,0,0
democrata,0,0,0,0,0,0,0,0,0,0
demoler,1,0,0,0,0,1,0,1,0,0
demolicion,0,0,0,0,0,1,0,0,0,0
demoniaco,1,0,1,1,0,1,0,1,0,0
demonio,1,0,1,1,0,1,0,1,1,0
demora,1,0,1,1,0,1,0,1,0,0
demorado,0,0,0,0,0,1,0,0,0,0
demostrable,0,0,0,0,0,0,1,0,0,0
demostracion,0,0,0,0,0,0,0,0,0,0
demostrado,0,0,0,0,0,0,0,0,0,0
demostrador,0,0,0,0,0,0,0,0,0,0
demostrando,0,0,0,0,0,0,0,0,0,0
demostrar,0,0,0,0,0,0,1,0,0,0
demostrativo,0,0,0,0,1,0,1,1,0,0
denegado,0,0,0,0,0,1,0,1,0,0
denominacion,0,0,0,0,0,0,0,0,0,0
denominador,0,0,0,0,0,0,0,0,0,0
denotar,0,0,0,0,0,0,0,0,0,0
densidad,0,0,0,0,0,0,0,0,0,0
denso,0,0,0,0,0,0,0,0,0,0
dentado,0,0,0,0,0,0,0,0,0,0
dentro de poco,0,1,0,0,0,0,0,0,0,0
denuncia,1,0,1,1,0,1,0,0,0,0
denunciar,1,0,1,0,0,1,0,0,0,0
departamento,0,0,0,0,0,0,0,0,0,0
dependencia,0,0,0,1,0,1,0,1,0,0
depender,0,1,0,0,0,0,0,0,0,1
dependiente,0,0,0,0,0,1,1,0,0,1
deplorable,1,0,1,1,0,1,0,1,0,0
deplorar,1,0,1,0,0,1,0,1,0,0
deportacion,1,0,0,1,0,1,0,1,0,0
deportar,0,0,0,1,0,1,0,1,0,0
deporte,0,0,0,0,0,0,0,0,0,0
deportes,0,0,0,0,0,0,0,0,0,0
deportista,0,0,0,0,0,0,0,0,0,0
deportivo,0,0,0,0,0,0,0,0,0,0
depositario,0,0,0,0,0,0,0,0,0,1
deposito,0,0,0,0,0,0,0,0,0,0
depravacion,1,0,1,0,0,1,0,0,0,0
depravado,1,1,1,1,0,1,0,1,0,0
depreciacion,0,0,0,1,0,1,0,0,0,0
depreciado,1,0,1,1,0,1,0,1,0,0
depreciar,1,0,1,0,0,1,0,0,0,0
depredador,0,0,0,0,0,1,0,0,0,0
depresion,0,0,0,0,0,1,0,1,0,0
depresivo,0,0,0,0,0,1,0,1,0,0
deprimente,0,0,1,0,0,1,0,1,0,0
deprimido,1,0,0,1,0,1,0,1,0,0
deprimir,0,0,0,1,0,1,0,1,0,0
derecho de retencion,0,0,0,0,0,0,0,0,0,0
derecho preferente de compra,0,0,0,0,0,0,0,0,0,0
derechos de autor,0,0,0,0,0,0,0,0,0,0
deriva,0,0,0,0,0,0,0,0,0,0
derivacion,0,0,0,0,0,0,0,0,0,0
derivado,0,0,0,0,0,0,0,0,0,0
derivar,0,0,0,0,0,0,0,0,0,0
dermatologia,0,0,0,0,0,0,0,0,0,0
dermatologo,0,0,0,0,0,0,0,0,0,1
dermico,0,0,0,0,0,0,0,0,0,0
derramar,0,0,0,0,0,0,0,0,0,0
derretir,0,0,0,0,0,0,0,0,0,0
derritiendo,0,0,0,0,0,0,0,0,0,0
derrocamiento,0,1,0,1,0,1,0,0,0,0
derrocar,0,0,0,0,0,0,0,0,1,0
derroche,0,0,0,0,0,0,0,0,0,0
derrota,0,0,0,0,0,1,0,0,0,0
derrotado,0,0,0,0,0,1,0,1,0,0
derrotar,0,0,0,0,0,0,0,0,0,0
desacoplar,0,0,0,0,0,0,0,0,0,0
desacreditar,1,0,0,0,0,1,0,0,0,0
desactivado,0,0,0,1,0,1,0,1,0,0
desactivar,0,0,0,0,0,1,0,0,0,0
desacuerdo,1,0,0,0,0,1,0,1,0,0
desafecto,0,0,0,0,0,1,0,0,0,0
desafiante,1,0,0,0,0,1,0,0,0,0
desafiar,1,0,0,1,0,1,0,1,1,0
desafio,1,0,1,1,0,1,0,0,0,0
desafortunadamente,0,0,0,0,0,1,0,1,0,0
desafortunado,1,0,1,1,0,1,0,1,0,0
desagradable,1,0,1,1,0,1,0,0,0,0
desagradecido,1,0,1,0,0,1,0,0,0,0
desalentar,0,0,0,1,0,1,0,1,0,0
desalmado,0,0,1,1,0,1,0,1,0,0
desalojar,0,0,0,0,0,1,0,1,0,0
desalojo,1,0,1,1,0,1,0,1,0,0
desanimado,0,0,0,0,0,1,0,1,0,0
desanimo,0,0,0,0,0,1,0,0,0,0
desaparecer,0,0,0,1,0,0,0,0,0,0
desapareciendo,0,0,0,0,0,0,0,0,0,0
desaparecio,0,0,0,1,0,1,0,1,1,0
desaparicion,0,0,0,0,0,0,0,0,0,0
desapasionado,0,0,0,0,0,1,0,1,0,0
desapego,0,0,0,0,0,1,0,0,0,0
desapercibido,0,0,0,0,0,0,0,0,0,0
desaprobacion,0,0,0,0,0,1,0,1,0,0
desaprobado,1,0,0,0,0,1,0,1,0,0
desaprobando,1,0,1,0,0,1,0,1,0,0
desaprobar,1,0,1,1,0,1,0,1,0,0
desarmado,0,0,0,0,0,0,0,0,0,0
desarmar,0,0,0,0,0,0,0,0,0,0
desarrollando,0,0,0,0,0,0,0,0,0,0
desarrollar,0,1,0,0,0,0,1,0,0,0
desarrollo,0,0,0,0,0,0,0,0,0,0
desarticular,0,0,0,0,0,0,0,0,0,0
desastre,1,0,1,1,0,1,0,1,1,0
desastroso,1,0,0,1,0,1,0,1,0,0
desatar,0,0,0,0,1,1,1,0,0,0
desatraillar,0,0,0,0,0,0,0,0,0,0
desayuno,0,0,0,0,0,0,1,0,0,0
desbloquear,0,0,0,0,0,0,0,0,0,0
desbordamiento,0,0,0,0,0,1,0,0,0,0
desbordante,0,0,0,0,0,0,0,0,0,0
descalificacion,0,0,0,0,0,1,0,0,0,0
descalificado,1,0,1,0,0,1,0,1,0,0
descalificar,0,0,0,0,0,1,0,1,0,0
descalzo,0,0,0,0,0,0,0,0,0,0
descansar,0,0,0,0,0,0,1,0,0,0
descanso,0,0,0,0,0,0,0,0,1,0
descarado,1,0,0,0,0,1,0,0,0,0
descarga,0,0,0,0,0,1,0,0,0,0
descargado,0,0,0,0,0,0,0,0,0,0
descargar,0,0,0,0,0,0,0,0,0,0
descargo de responsabilidad,0,0,0,0,0,0,0,0,0,0
descartado,0,0,0,0,0,0,0,0,0,0
descartes,0,0,0,0,0,1,0,0,0,0
descendencia,0,0,0,1,0,0,0,1,0,0
descendente,0,0,0,0,0,1,0,1,0,0
descender,0,0,0,0,0,0,0,0,0,0
descendiendo,0,0,0,0,0,0,0,0,0,0
descendiente,0,0,0,0,0,0,0,0,0,0
descenso,0,0,0,0,0,1,0,0,0,0
descifrar,0,0,0,0,0,0,0,0,0,0
descolorado,0,0,1,0,0,1,0,1,0,0
descoloramiento,0,0,1,0,0,1,0,0,0,0
descomponer,0,0,1,0,0,0,0,0,0,0
descomposicion,0,0,1,1,0,1,0,1,0,0
descompuesto,0,0,0,0,0,0,0,1,0,0
descomunal,0,0,0,1,0,0,0,0,0,0
desconcertado,0,0,0,1,0,1,0,0,1,0
desconcierto,0,0,0,1,0,0,0,0,1,0
desconectado,0,0,0,0,0,1,0,1,0,0
desconectar,0,0,0,0,0,1,0,1,0,0
desconexion,0,0,0,0,0,1,0,0,0,0
desconfianza,1,0,1,1,0,1,0,0,0,0
desconocido,0,1,0,1,0,1,0,0,0,0
desconsiderado,1,0,1,0,0,1,0,1,0,0
descontento,1,0,1,1,0,1,0,1,0,0
descorazonador,0,0,0,0,0,1,0,1,0,0
descortes,0,0,1,0,0,1,0,0,0,0
descredito,0,0,0,0,0,1,0,0,0,0
describir,0,0,0,0,0,0,0,0,0,0
descripcion,0,0,0,0,0,0,0,0,0,0
descriptivo,0,0,0,0,0,0,1,0,0,0
desct,0,0,0,0,0,0,0,0,0,0
descuartizado,0,0,0,0,0,0,0,0,0,0
descubrimiento,0,0,0,0,0,0,1,0,0,0
descubrir,0,0,0,0,0,0,0,0,1,0
descuento,0,0,0,0,0,0,0,0,0,0
descuidado,1,0,1,0,0,1,0,1,0,0
descuidar,0,0,0,0,0,1,0,0,0,0
descuido,1,0,1,0,0,1,0,0,0,0
desden,1,0,1,0,0,1,0,0,0,0
desdeñoso,1,0,0,0,0,1,0,0,0,0
deseable,0,0,0,0,0,0,1,0,0,0
deseando,0,1,0,0,1,0,1,0,0,1
desecho,0,0,0,0,0,1,0,0,0,0
deseducado,0,0,0,0,0,1,0,1,0,0
desembolsar,0,0,0,0,0,0,0,0,0,0
desembolso,0,0,0,0,0,0,0,0,0,0
desempeñar,0,0,0,0,0,0,0,0,0,0
desempleados,0,0,0,1,0,1,0,1,0,0
desenfrenado,1,1,0,1,0,1,1,0,1,0
desenmascarar,0,0,0,0,0,0,0,0,0,0
desenterrar,0,0,0,0,0,0,0,0,0,0
deseoso,0,0,0,0,0,0,1,0,0,0
desequilibrado,0,0,0,0,0,0,0,0,0,0
desercion,0,0,0,1,0,1,0,0,0,0
deservicio,1,0,1,0,0,1,0,1,0,0
desesperacion,1,0,1,1,0,1,0,1,0,0
desesperado,0,0,0,1,0,1,0,1,0,0
desesperanzado,0,0,0,1,0,1,0,1,0,0
desestructurado,0,0,0,0,0,1,0,0,0,0
desfallecer,0,0,0,1,0,1,0,0,0,0
desfavorable,0,0,1,0,0,1,0,1,0,0
desfigurado,1,0,1,1,0,1,0,1,0,0
desfile,0,1,0,1,1,1,1,0,1,0
desfloracion,0,0,0,0,0,0,0,0,0,0
desgarrar,0,0,0,0,0,1,0,0,0,0
desgaste,0,0,0,0,0,0,0,0,0,0
desglose,0,0,0,0,0,1,0,0,0,0
desgracia,1,0,1,0,0,1,0,1,0,0
desgraciado,1,0,1,0,0,1,0,1,0,0
deshabilitar,0,0,0,1,0,1,0,1,0,0
deshabitado,0,0,0,0,0,0,0,0,0,0
deshacer,0,0,0,0,0,1,0,0,0,0
deshecho,1,0,0,0,0,1,0,1,0,0
deshidratado,0,0,0,0,0,0,0,0,0,0
deshielo,0,0,0,0,0,0,0,0,0,0
deshierbe,0,0,0,0,0,0,0,0,0,0
deshonestidad,0,0,1,0,0,1,0,0,0,0
deshonesto,1,0,1,0,0,1,0,1,0,0
deshonra,1,0,1,1,0,1,0,1,0,0
deshonrado,1,0,1,0,0,1,0,1,0,0
deshuesado,0,0,0,0,0,0,0,0,0,0
desierto,1,0,1,1,0,1,0,1,0,0
designacion,0,0,0,0,0,0,0,0,0,1
designado,0,0,0,0,0,0,0,0,0,0
desigual,1,0,1,1,0,1,0,1,0,0
desigualdad,1,0,0,1,0,1,0,1,0,0
desilusion,1,0,1,0,0,1,0,1,0,0
desinfeccion,0,0,0,0,0,0,1,0,0,0
desinfectante,0,0,0,0,0,0,0,0,0,0
desinfectar,0,0,0,0,0,0,0,0,0,0
desinflar,1,0,0,0,0,1,0,1,0,0
desinformacion,1,0,0,1,0,1,0,0,0,0
desintegracion,0,0,0,0,0,1,0,0,0,0
desintegrarse,0,0,1,1,0,1,0,0,0,0
desinteresado,0,0,0,0,0,1,0,1,0,0
desinvertido,0,0,0,0,0,1,0,0,0,0
desleal,0,0,0,0,0,1,0,1,0,0
deslizamiento de tierra,0,0,0,1,0,1,0,1,0,0
deslizar,0,0,0,0,0,1,0,0,1,0
deslucido,0,0,0,0,0,1,0,0,0,0
deslumbrador,1,0,0,0,0,1,0,0,0,0
deslumbrante,0,0,0,0,0,0,0,0,0,0
deslustre,0,0,1,0,0,1,0,1,0,0
desmayo,0,0,0,1,0,1,0,1,1,0
desmañado,0,0,0,0,0,1,0,0,0,0
desmembramiento,0,0,1,1,0,1,0,1,0,0
desmontar,0,0,0,0,0,0,0,0,0,0
desmoralizado,0,0,0,1,0,1,0,1,0,0
desmoronandose,0,0,0,0,0,1,0,1,0,0
desnatadora,0,0,0,0,0,0,0,0,0,0
desnatar,0,0,0,0,0,0,0,0,0,0
desnudez,0,0,0,0,0,0,0,0,0,0
desnudo,0,0,0,0,0,0,0,0,0,0
desobedecer,1,0,1,0,0,1,0,0,0,0
desobediencia,1,0,1,0,0,1,0,0,0,0
desobediente,1,0,0,0,0,1,0,0,0,0
desocupado,0,0,0,0,0,0,0,0,0,0
desodorante,0,0,0,0,0,0,0,0,0,0
desolado,0,0,0,0,0,1,0,1,0,0
desorden,1,0,0,1,0,1,0,0,0,0
desordenado,0,0,1,0,0,1,0,0,0,0
desorganizado,0,0,0,0,0,0,0,0,0,0
despacho,0,0,0,0,0,0,0,0,0,0
despacio,0,0,0,0,0,0,0,0,0,0
despecho,1,0,0,0,0,1,0,0,0,0
despectivo,1,0,1,1,0,1,0,1,0,0
despedida,0,0,0,0,0,0,0,0,0,0
despedir,0,0,0,0,0,0,0,0,0,0
despegar,0,0,0,0,0,0,0,0,0,0
despejado,0,0,0,0,0,0,0,0,0,0
despensa,0,0,0,0,0,0,0,0,0,0
desperdiciado,1,0,1,0,0,1,0,0,0,0
desperdicio,0,0,1,0,0,1,0,0,0,0
despertar,0,1,0,0,0,0,1,0,0,0
despertarse,0,0,0,0,0,0,0,0,0,0
despiadado,0,0,0,1,0,1,0,0,0,0
despido,1,0,1,1,0,1,0,1,1,0
despierto,0,0,0,0,0,0,0,0,0,0
desplazado,1,0,0,1,0,0,0,1,0,0
desplazamiento,0,0,0,0,0,0,0,0,0,0
desplazar,0,0,0,0,0,1,0,0,0,0
desplazarse,0,0,0,0,0,0,0,0,0,0
desplegar,0,1,0,0,0,0,1,0,0,0
despojado,1,1,1,1,0,1,0,1,0,0
despojar,0,0,0,0,0,0,0,0,0,0
despojo,0,0,0,0,0,1,0,0,0,0
desposeido,1,0,0,1,0,1,0,1,0,0
despotico,0,0,0,1,0,1,0,0,0,0
despotismo,1,0,1,1,0,1,0,1,0,0
despotricar,0,0,0,0,0,0,0,0,0,0
despreciable,1,0,1,0,0,1,0,0,0,0
despreciar,1,0,1,0,0,1,0,0,0,0
desprecio,1,0,1,1,0,1,0,0,0,0
despreocupado,0,0,0,0,0,0,0,0,0,0
desprevenido,0,0,0,0,0,1,0,0,0,0
desprotegido,0,0,0,0,0,1,0,0,0,0
despues,0,0,0,0,0,0,0,0,0,0
destello,1,0,0,1,0,1,0,0,0,0
desterrar,1,0,1,1,0,1,0,1,0,0
desteñido,0,0,0,0,0,0,0,0,0,0
desteñir,0,0,0,0,0,1,0,0,0,0
destierro,1,0,1,0,0,1,0,1,0,0
destilacion,0,0,0,0,0,0,1,0,0,0
destilar,0,0,0,0,0,0,0,0,0,0
destinado,0,1,0,0,0,0,1,0,0,0
destinatario,0,0,0,0,0,0,0,0,0,0
destino,0,1,0,1,1,0,1,1,1,0
destornillador,0,0,0,0,0,0,0,0,0,0
destreza,0,0,0,0,0,0,1,0,0,0
destrozada,0,0,0,0,0,1,0,1,0,0
destrozado,1,0,0,1,0,1,0,1,0,0
destruccion,1,0,0,0,0,1,0,0,0,0
destructivo,1,0,1,1,0,1,0,0,0,0
destructor,1,0,0,1,0,1,0,0,0,0
destruido,1,0,0,1,0,1,0,1,0,0
destruyendo,1,0,0,1,0,1,0,1,0,0
desuso,0,0,0,0,0,1,0,0,0,0
desvan,0,0,0,0,0,0,0,0,0,0
desventaja,0,0,0,0,0,1,0,1,0,0
desvergonzado,0,0,1,0,0,1,0,0,0,0
desviacion,0,0,0,0,0,0,1,0,1,0
desviado,0,0,0,0,0,0,0,0,0,0
desviar,0,0,0,0,0,0,0,0,0,0
desviarse,0,0,0,0,0,0,0,0,0,0
desvio,0,0,0,0,0,0,0,0,0,0
detallar,0,0,0,0,0,0,0,0,0,0
detalle,0,0,0,0,0,0,0,0,0,0
detalles,0,0,0,0,0,0,0,0,0,0
detallista,0,0,0,0,0,0,0,0,0,0
deteccion,0,0,0,0,0,0,1,0,0,0
detectable,0,0,0,0,0,0,0,0,0,0
detectar,0,0,0,0,0,0,1,0,0,0
detective,0,0,0,0,0,0,0,0,0,0
detector,0,0,0,0,0,0,0,0,0,0
detencion,0,0,0,1,0,1,0,0,0,0
detener,0,0,0,0,0,1,0,0,0,0
detengase,0,0,0,0,0,0,0,0,0,0
detenido,1,1,0,1,0,1,0,1,0,0
detergente,0,0,0,0,0,0,0,0,0,0
deteriorado,0,0,1,0,0,1,0,1,0,0
deteriorarse,0,0,0,1,0,1,0,1,0,0
deterioro,1,0,1,1,0,1,0,1,0,0
determinable,0,0,0,0,0,0,0,0,0,0
determinacion,0,0,0,0,0,0,1,0,0,1
determinado,0,1,0,0,0,0,0,0,0,1
detestar,1,0,1,0,0,1,0,0,0,0
detonacion,1,0,0,0,0,0,0,0,0,0
detonar,0,0,0,1,0,1,0,0,1,0
detraer,1,0,0,0,0,1,0,0,0,0
detras,0,0,0,0,0,0,0,0,0,0
detrimento,0,0,0,0,0,1,0,0,0,0
detrito,0,0,0,0,0,1,0,0,0,0
deuda,0,0,0,0,0,1,0,1,0,0
deudas,0,0,0,0,0,0,0,0,0,0
deudor,0,0,0,0,0,1,0,0,0,0
deudor hipotecario,0,0,0,1,0,0,0,0,0,0
devanado,0,0,0,0,0,0,0,0,0,0
devastacion,1,0,0,1,0,1,0,1,1,0
devastador,1,0,1,1,0,1,0,1,0,1
devastar,1,0,0,1,0,1,0,1,0,0
devolucion,0,0,0,0,0,1,0,0,0,0
devolver,0,0,0,0,0,0,0,0,0,0
devorar,0,0,0,0,0,1,0,0,0,0
devoto,0,1,0,0,1,0,1,0,0,1
dextrosa,0,0,0,0,0,0,0,0,0,0
dia,0,0,0,0,0,0,0,0,0,0
dia del juicio final,1,1,1,1,0,1,0,1,0,0
dia siguiente,0,1,0,0,0,0,0,0,0,0
diablillo,0,0,0,0,0,0,0,0,0,0
diabolico,1,0,1,1,0,1,0,0,0,0
diacono,0,0,0,0,0,0,0,0,0,1
diafragma,0,0,0,0,0,0,0,0,0,0
diagnostico,0,1,0,1,0,1,0,0,0,1
diagrama,0,0,0,0,0,0,0,0,0,0
dialectico,0,0,0,0,0,0,0,0,0,0
dialecto,0,0,0,0,0,0,0,0,0,0
dialogo,0,0,0,0,0,0,0,0,0,0
diamante,0,0,0,0,1,0,1,0,0,0
diamantes,0,0,0,0,0,0,0,0,0,0
diametro,0,0,0,0,0,0,0,0,0,0
diariamente,0,1,0,0,0,0,0,0,0,0
diario,0,0,0,0,1,0,1,0,0,1
diarrea,0,0,1,0,0,0,0,0,0,0
diatriba,1,0,1,0,0,1,0,0,0,0
dibujar,0,0,0,0,0,0,0,0,0,0
dibujo,0,0,0,0,0,0,0,0,0,0
dibujos animados,0,0,0,0,0,0,0,0,0,0
diccion,0,0,0,0,0,0,0,0,0,0
diccionario,0,0,0,0,0,0,1,0,0,1
diccionario geografico,0,0,0,0,0,0,0,0,0,0
dicotomia,0,0,0,0,0,0,0,0,0,0
dicotomico,0,0,0,0,0,0,0,0,0,0
dictado,0,0,0,0,0,0,0,0,0,0
dictador,0,0,0,1,0,1,0,0,0,0
dictadura,1,1,1,1,0,1,0,1,0,0
dictamen,0,0,0,0,0,0,0,0,0,1
dictar,0,0,0,0,0,0,0,0,0,0
dictatorial,1,0,0,0,0,1,0,0,0,0
didactico,0,0,0,0,0,0,1,0,0,0
diente,0,0,0,0,0,0,0,0,0,0
dientes,0,0,0,0,0,0,0,0,0,0
diestro,0,0,0,0,0,0,0,0,0,0
dieta,0,0,0,0,0,0,0,0,0,0
dietetico,0,1,0,0,0,0,1,0,0,0
diez,0,0,0,0,0,0,0,0,0,0
diez centavos,0,0,0,0,0,0,0,0,0,0
diezmo,0,0,0,0,0,0,0,0,0,0
difamacion,1,0,0,1,0,1,0,0,0,1
difamatorio,1,0,0,0,0,1,0,0,0,0
diferencia,0,0,0,0,0,0,0,0,0,0
diferenciacion,0,0,0,0,0,0,0,0,0,0
diferencial,0,0,0,0,0,0,0,0,0,1
diferencias,0,0,0,0,0,0,0,0,0,0
diferente,0,0,0,0,0,0,0,0,0,0
diferente a,0,0,0,0,0,0,0,0,0,0
diferentemente,0,0,0,0,0,0,0,0,1,0
diferir de,0,0,0,0,0,0,0,0,0,0
dificil,1,0,0,1,0,1,0,1,0,0
dificultad,1,0,0,1,0,1,0,1,0,0
dificultades,0,0,0,0,0,1,0,1,0,0
difuminar,0,0,0,0,0,1,0,0,0,0
difundir,0,0,0,0,0,0,0,0,0,0
difunto,0,0,0,0,0,1,0,1,0,0
difusion,0,0,0,0,0,0,0,0,0,0
difuso,0,0,0,0,0,0,0,0,0,0
digerir,0,0,0,0,0,0,0,0,0,0
digestion,0,0,0,0,0,0,0,0,0,0
digito,0,0,0,0,0,0,0,0,0,1
dignidad,0,0,0,0,0,0,1,0,0,1
digno,0,0,0,0,0,0,1,0,0,0
dilacion,0,0,0,0,0,1,0,0,0,0
dilatacion,0,0,0,0,0,0,0,0,0,0
dilema,1,0,0,1,0,1,0,0,0,0
diligencia,0,0,0,0,0,0,1,0,0,1
diligente,0,0,0,0,0,0,0,0,0,0
dilucidar,0,0,0,0,0,0,1,0,0,1
dilucion,0,0,0,0,0,0,0,0,0,0
diluente,0,0,0,0,0,0,0,0,0,0
diluido,0,0,0,0,0,1,0,0,0,0
diluvio,0,0,0,1,0,1,0,1,1,0
dimension,0,0,0,0,0,0,0,0,0,0
dimensiones,0,0,0,0,0,0,0,0,0,0
dimes y diretes,1,0,1,0,0,1,0,0,0,0
diminutivo,0,0,0,0,0,0,0,0,0,0
diminuto,0,0,0,0,0,0,0,0,0,0
dinamica,0,0,0,0,0,0,0,0,1,0
dinamico,0,0,0,0,0,0,0,0,0,0
dinamita,0,0,0,0,0,0,0,0,0,0
dinastia,0,0,0,0,0,0,0,0,0,0
dinero,1,1,0,1,1,0,1,0,0,1
dinosaurio,0,0,0,1,0,0,0,0,0,0
diocesano,0,0,0,0,0,0,0,0,0,0
diocesis,0,0,0,0,0,0,0,0,0,0
diorama,0,0,0,0,0,0,0,0,0,0
dios,0,1,0,1,1,0,1,0,0,1
diosa,0,0,0,0,0,0,0,0,0,0
diploma,0,0,0,0,0,0,0,0,0,0
diplomacia,0,1,0,0,0,0,1,0,0,1
diplomatico,0,0,0,0,0,0,1,0,0,1
diputado,0,0,0,0,0,0,0,0,0,1
dique,0,0,0,1,0,0,0,0,0,0
direccion,0,0,0,0,0,0,0,0,0,0
direcciones,0,1,0,0,0,0,1,0,0,0
directamente,0,0,0,0,0,0,0,0,0,0
directo,0,0,0,0,0,0,1,0,0,1
director,0,0,0,0,0,0,1,0,0,1
director de fotografia,0,0,0,0,0,0,0,0,0,0
directorio,0,0,0,0,0,0,0,0,0,0
dirigible,0,0,0,0,0,0,0,0,0,0
dirigido,0,0,0,0,0,0,0,0,0,0
dirigir,0,0,0,0,0,0,0,0,0,0
discapacidad,0,0,0,0,0,1,0,1,0,0
discernible,0,0,0,0,0,0,0,0,0,0
discernimiento,0,0,0,0,0,0,0,0,0,0
discernir,0,0,0,0,0,0,0,0,0,0
disciplina,0,0,0,1,0,1,0,0,0,0
discipulo,0,0,0,0,0,0,0,0,0,1
disco,0,0,0,0,0,0,0,0,0,0
discontinuacion,0,0,0,0,0,0,0,0,0,0
discontinuar,0,0,0,0,0,1,0,0,0,0
discontinuidad,0,0,1,1,0,1,0,1,0,0
discontinuo,0,0,0,0,0,0,0,0,0,0
discordancia,0,0,0,0,0,1,0,0,0,0
discorde,0,0,0,1,0,1,0,1,0,0
discordia,1,0,1,0,0,1,0,0,0,0
discrecion,0,1,0,0,0,0,1,0,0,1
discrecional,0,0,0,0,0,0,1,0,0,0
discrepancia,0,0,0,0,0,0,0,0,0,0
discrepar,1,0,0,0,0,1,0,0,0,0
discreto,0,1,0,0,0,0,1,0,0,0
discriminacion,1,0,1,1,0,1,0,1,0,0
discriminante,0,0,1,0,0,1,0,0,0,0
discriminar,1,0,0,0,0,1,0,1,0,0
disculpa,0,0,0,0,0,0,1,0,0,0
disculpar,0,0,0,0,0,1,0,0,0,0
disculparse,0,0,0,0,0,0,1,1,0,1
discurso,0,0,0,0,0,0,1,0,0,0
discusion,0,0,0,0,0,0,1,0,0,0
discutible,0,0,0,0,0,1,0,0,0,0
discutido,0,0,0,0,0,0,0,0,0,0
discutidor,0,0,0,0,0,1,0,0,0,0
discutiendo,1,0,1,1,0,1,0,1,0,0
discutir,1,0,0,0,0,1,0,0,0,0
disecar,0,0,0,0,0,0,0,0,0,0
diseccion,0,0,1,0,0,0,0,0,0,0
diseminacion,0,0,0,0,0,0,0,0,0,0
diseminar,0,0,0,0,0,0,1,0,0,0
disension,1,0,0,0,0,1,0,0,0,0
disenteria,0,0,1,0,0,1,0,1,0,0
disentimiento,0,0,0,0,0,0,0,0,0,0
disertacion,0,0,0,0,0,0,0,0,0,0
diseñado,0,0,0,0,0,0,0,0,0,0
diseñador,0,0,0,0,0,0,1,0,0,0
diseño,0,0,0,0,0,0,0,0,0,0
disfraz,0,0,0,0,0,0,0,0,0,0
disfrazado,0,0,0,0,0,0,0,0,0,0
disfrutando,0,1,0,0,1,0,1,0,0,1
disfrutar,0,1,0,0,1,0,1,0,0,1
disgustado,1,0,1,1,0,1,0,1,0,0
disgusto,0,0,1,0,0,1,0,1,0,0
disidente,1,0,0,1,0,1,0,0,0,0
disimil,0,0,0,0,0,0,0,0,0,0
disipado,0,0,0,0,0,0,0,0,0,0
disipar,0,0,0,0,0,1,0,1,0,0
dislocacion,0,0,0,0,0,0,0,0,0,0
dislocado,1,0,1,1,0,1,0,1,0,0
disminucion,0,0,0,0,0,0,0,0,0,0
disminuido,0,0,0,0,0,1,0,0,0,0
disminuir,0,0,0,0,0,1,0,1,0,0
disociacion,0,0,0,0,0,0,0,0,0,0
disolucion,1,0,0,1,0,1,0,1,1,0
disolver,0,0,0,0,0,0,0,0,0,0
disonancia,1,0,0,0,0,1,0,0,0,0
dispar,0,0,0,0,0,0,0,0,0,0
disparar,1,0,0,1,0,1,0,0,0,0
disparates,0,0,0,0,0,1,0,0,0,0
disparidad,1,0,1,0,0,1,0,1,0,0
disparo,1,0,0,1,0,1,0,1,1,0
dispensa,0,0,0,0,0,0,0,0,0,0
dispensar,0,0,0,0,0,0,0,0,0,0
dispepsia,0,0,0,0,0,0,0,0,0,0
dispersar,0,0,0,0,0,0,0,0,0,0
dispersion,0,0,0,0,0,1,0,0,0,0
disperso,0,0,0,0,0,0,0,0,0,0
disponer,0,0,1,0,0,0,0,0,0,0
disposicion,0,0,0,0,0,0,0,0,0,0
dispositivo,0,0,0,0,0,0,0,0,0,0
dispuesto,0,1,0,0,0,0,1,0,0,1
disputa,1,0,0,0,0,1,0,0,0,0
disputar,1,0,0,0,0,1,0,0,0,0
disquete,0,0,0,0,0,0,0,0,0,0
distal,0,0,0,0,0,0,0,0,0,0
distancia,0,0,0,0,0,0,0,0,0,0
distanciado,0,0,0,0,0,1,0,0,0,0
distante,0,0,0,0,0,0,0,0,0,0
distincion,0,0,0,0,0,0,1,0,0,0
distinguible,0,0,0,0,0,0,0,0,0,0
distinguido,0,0,0,0,0,0,0,0,0,0
distinguir,0,0,0,0,0,0,0,0,0,0
distintivo,0,0,0,0,0,0,0,0,0,0
distorsion,0,0,0,0,0,1,0,0,0,0
distorsionado,0,0,1,0,0,1,0,0,0,0
distraccion,0,0,0,0,0,1,0,0,0,0
distraer,0,0,0,0,0,1,0,0,0,0
distraido,1,0,0,0,0,1,0,0,0,0
distrayendo,1,1,0,0,0,1,0,0,0,0
